locationID,Latitude,Longitude
AZ25,33.6000,111.6053
85V,35.7017,109.5167
GBN,32.8875,112.7200
E63,32.9603,112.6736
GEU,33.5269,112.2950
LUF,33.5350,112.3831
P13,33.3531,110.6672
GYR,33.4236,112.3744
GCN,35.9522,112.1469
40G,35.6506,112.1481
14AZ,31.9083,111.1222
68AZ,35.4750,113.7692
E95,31.9997,110.3578
P04,31.3639,109.8831
BXK,33.4206,112.6861
AZ05,33.1125,112.6617
10AZ,33.3667,112.6189
A09,34.8881,114.6167
IFP,35.1561,114.5594
A20,35.0056,114.5650
1AZ8,35.2958,114.3731
19AZ,34.6050,111.8653
33AZ,34.7986,112.9703
18AZ,33.8181,111.8981
CGZ,32.9550,111.7669
CHD,33.2692,111.8111
34AZ,33.2433,111.9131
P19,33.2989,111.9156
E91,36.1108,109.5756
AZ46,34.7664,112.5492
P10,35.7917,110.4233
25AZ,31.8158,109.0572
AZ27,34.9100,112.5342
PRC,34.6544,112.4197
15AZ,33.7444,114.4772
5AZ3,33.2125,111.6172
47AZ,33.2242,111.5936
AZ63,32.5278,111.1958
48AZ,34.6508,111.7883
50AZ,36.0597,110.5883
SAD,32.8533,109.6350
2AZ1,33.7592,113.6156
AZ40,33.7875,113.6425
0AZ2,33.7781,113.6417
4AZ7,33.3778,110.4617
44A,32.5164,114.6983
E77,32.6364,110.6472
SDL,33.6228,111.9106
SEZ,34.8486,111.7883
P23,35.3350,112.8861
52AZ,35.3833,113.3008
E78,31.9328,111.8944
SOW,34.2656,110.0056
21AZ,34.3522,109.9700
16AZ,34.5089,112.6800
3AZ8,32.7622,109.6533
54AZ,32.6008,114.6658
D68,34.1294,109.3108
09AZ,31.9253,110.0381
SJN,34.5186,109.3789
6AZ2,34.6167,110.6281
03AZ,31.4333,110.0839
P14,34.9406,110.1383
11AZ,31.6836,110.2900
AZ21,31.7458,110.2478
0V7,36.7150,110.2319
38AZ,36.4717,110.4178
E67,33.0472,110.9092
73AZ,35.2019,113.3608
IGM,35.2594,113.9381
4AZ6,34.9981,113.4617
AZ97,35.3483,113.6889
AN01,32.8167,110.3167
AZ45,32.7292,110.2964
HII,34.5711,114.3583
AZ09,34.8000,114.1125
AZ90,33.3533,112.1275
AZ60,33.5050,112.4736
MZJ,32.5097,111.3253
0AZ1,32.3008,111.3236
AZ03,36.7344,111.7528
L41,36.8108,111.6444
41AZ,32.9861,112.0256
40AZ,33.0789,112.1292
2AZ5,32.8864,112.1300
AZ43,33.0639,112.1639
AZ78,33.0111,112.2817
2AZ4,33.0536,112.1458
AZ13,33.0169,112.2814
AZ31,32.9967,112.2725
3AZ2,33.0803,111.9833
2AZ9,31.6022,109.6514
L25,36.0933,114.0467
FFZ,33.4608,111.7283
0AZ4,32.9822,112.2872
1AZ0,33.1119,112.2692
5AZ6,32.9250,112.2594
0AZ5,33.8658,112.6033
12AZ,33.8539,112.6533
AZ32,33.8475,112.5881
AZ28,33.8214,112.5731
OLS,31.4178,110.8478
AZ82,34.3972,110.5297
PGA,36.9261,111.4483
44AZ,36.9319,111.9697
29AZ,32.9056,112.9003
AZ26,31.3692,110.1250
P20,34.1506,114.2711
AZ74,31.3550,110.3739
AZ57,34.9308,112.5125
PAN,34.2569,111.3392
L37,35.5269,113.2475
1G4,35.9903,113.8164
3AZ5,35.5722,113.2925
P48,33.8006,112.2508
DVT,33.6883,112.0825
A39,32.9917,111.9172
PHX,33.4342,112.0117
IWA,33.3078,111.6556
E37,32.8478,109.8817
57AZ,32.4467,111.0028
AVQ,32.4094,111.2183
4AZ0,32.2989,111.3172
RYN,32.1422,111.1744
TUS,32.1161,110.9411
AZ01,33.8478,113.5703
60AZ,33.8381,113.4542
AZ50,35.7147,114.4814
E24,33.8106,109.9858
1Z1,36.2564,113.2308
23AZ,34.0194,112.8258
AZ64,33.9522,112.6867
E25,33.9706,112.7953
AZ14,32.0247,109.9597
P33,32.2456,109.8947
4AZ9,32.1131,109.7617
02AZ,32.3764,109.9372
CMR,35.3056,112.1947
AZ77,35.2383,111.9358
RQE,35.6519,109.0675
INW,35.0219,110.7225
58AZ,34.0936,110.9328
24AZ,34.1581,110.9353
AZ34,34.6914,114.0978
NYL,32.6567,114.6061
LGF,32.8600,114.3967
52CL,34.5375,117.4606
11CL,34.6300,117.6533
0CL1,34.5694,117.5556
A26,41.1864,120.9544
L54,32.9558,116.2944
L70,34.5025,118.3147
0CA8,33.4278,116.8425
1CA6,32.7650,116.7225
AAT,41.4831,120.5653
5AZ7,32.8472,111.9500
AZ61,32.9017,112.2381
55AZ,32.8739,111.9600
AZ49,32.8956,112.2539
E81,33.2778,111.1269
TYL,34.4528,110.1150
U30,36.0206,114.3350
74AZ,31.6197,110.0472
P29,31.6714,110.0217
99AZ,33.3956,113.2231
56AZ,33.4819,113.0022
AZ85,33.5339,112.9603
T03,36.0928,111.3831
DMA,32.1664,110.8831
6AZ8,31.9411,111.1203
CA62,35.7192,120.7681
63CL,38.7167,122.1386
CRQ,33.1283,117.2800
64CL,33.8564,118.2772
65CL,36.5144,119.7639
O59,41.5536,120.1656
49X,34.5289,114.4322
O05,40.2822,121.2411
CL90,39.6889,121.7839
CIC,39.7953,121.8583
4CA7,39.6708,121.8858
O23,39.7197,121.8706
NID,35.6856,117.6919
CNO,33.9747,117.6364
L77,33.6650,115.7100
67CA,37.0728,120.3783
2O6,37.1133,120.2469
66CL,36.9986,120.4647
0CL3,32.6331,116.8931
CN13,38.4433,121.5089
O60,38.7761,122.9928
CL24,36.8500,119.5100
3O8,36.2481,120.2383
C80,36.1631,120.2939
O22,38.0306,120.4144
O08,39.1792,121.9933
67CL,39.2011,122.0486
CPM,33.8900,118.2436
CCR,37.9897,122.0569
CRO,36.1028,119.5947
24CL,36.0889,119.5425
0O4,39.9436,122.1711
CA06,41.4178,120.5692
A24,41.4122,120.6842
CL88,41.4472,120.5844
53CL,38.8597,123.5906
2O3,38.5800,122.4356
54CL,33.5208,116.7967
APV,34.5753,117.1861
27CA,34.5611,117.0806
2CL2,39.0111,122.0978
ACV,40.9781,124.1086
5CL8,35.1761,118.9231
5CL9,37.1414,119.5078
AUN,38.9547,121.0817
AVX,33.4050,118.4158
CA69,36.0042,120.1422
0O2,35.2864,116.0817
L45,35.3247,118.9958
10CL,35.3681,119.1947
6CL0,35.5261,119.1017
BFL,35.4339,119.0578
7CA2,35.1767,118.9272
BNG,33.9225,116.8506
00CA,35.3506,116.8883
5CA4,34.7533,116.1542
O02,39.8186,120.3528
O55,41.1394,121.1239
L35,34.2639,116.8561
CL23,39.4597,121.6961
BIH,37.3731,118.3636
9CA6,37.8692,118.0950
1CA4,33.8694,114.5269
BLH,33.6192,114.7169
56CL,33.5919,114.6056
44CA,33.6792,114.6436
D83,39.0139,123.3819
57CL,35.0036,117.6069
58CL,33.1917,116.2758
L08,33.2589,116.3211
BWC,32.9931,115.5169
4CA2,37.9469,121.6475
O57,38.2642,119.2228
F25,39.4553,121.2917
60CL,38.5989,121.5606
BUR,34.2006,118.3586
L62,35.3533,119.4797
C83,37.8283,121.6258
CA90,34.5139,115.5194
CXL,32.6694,115.5133
62CL,35.4072,118.5000
L71,35.1511,118.0167
CLR,33.1314,115.5214
CA38,39.6514,120.4386
CMA,34.2139,119.0944
66CA,35.6078,121.1103
O61,38.6839,120.9875
DWA,38.5789,121.8567
70CL,36.2958,116.4258
L06,36.4606,116.8797
L09,36.6039,117.1592
DLO,35.7456,119.2364
71CL,39.3528,122.0939
L64,33.7478,115.3253
72CL,34.1342,115.1192
73CL,33.6989,115.6369
74CL,35.2569,118.8333
D63,40.4919,123.5983
13CL,38.3814,121.8236
A32,41.8872,121.9756
28CA,36.9625,120.6303
CL01,36.9000,120.6678
76CL,37.0889,120.5011
CA71,38.4400,120.8869
77CL,36.7178,119.1369
1O6,41.2631,122.2722
9L2,34.9908,117.8631
EDW,34.9086,117.8839
23CN,32.7889,115.5297
NJK,32.8292,115.6717
99CL,34.6250,117.6050
EMT,34.0861,118.0347
90CL,39.5722,122.6094
E27,38.3922,121.3308
8CL2,38.4236,121.2275
CL04,38.4108,121.2350
BLU,39.2750,120.7097
8CL1,33.1861,117.0019
37CL,33.3244,116.9903
O33,40.7808,124.2122
O19,40.7192,123.9272
EKA,40.8033,124.1128
O63,36.2425,119.1497
SUU,38.2628,121.9275
O89,41.0189,121.4333
L18,33.3542,117.2508
L73,35.5964,119.1283
AJO,33.8978,117.6025
CA04,40.3464,122.3389
68CA,40.3611,122.2158
O09,39.7906,123.2664
CEC,41.7803,124.2367
NRC,37.4081,121.1094
CL25,34.9356,119.4517
3CA3,34.9222,119.5258
DAG,34.8536,116.7867
CL18,34.5550,115.3561
17CL,37.0881,122.2736
69CL,38.6156,121.7475
EDU,38.5314,121.7864
82CL,39.4744,123.7956
BYS,35.2806,116.6300
23CA,41.6250,122.7650
A30,41.5578,122.8550
FOT,40.5539,124.1328
11CA,36.6733,119.7217
CN38,38.3414,121.4375
F72,38.3039,121.4292
02CL,34.7611,119.0589
37CN,36.9144,119.7858
FCH,36.7322,119.8203
FAT,36.7761,119.7181
E79,36.8403,119.8694
FUL,33.8719,117.9797
2CL9,38.3344,121.3036
51CL,38.2306,121.2222
O16,40.0856,123.8142
0O9,41.8456,123.9847
29CN,38.8500,120.8344
E36,38.9211,120.8647
CL29,34.8350,114.9572
CL46,34.7678,118.7317
09CL,39.1139,121.0567
GOO,39.2239,121.0031
3CA7,36.3283,121.1867
35CN,39.1000,121.9344
53CN,39.0750,121.9178
45CN,37.8803,120.1936
E45,37.8617,120.1778
E55,38.8017,123.5306
3O1,37.2606,120.9644
HAF,37.5133,122.5011
9CL5,36.2753,119.6406
HJO,36.3167,119.6278
87CA,36.4000,119.6175
CN29,37.9353,121.0156
F34,36.8600,120.4644
5CA7,36.3361,120.2475
41CA,40.3178,123.2539
A28,41.8764,120.1467
AHC,40.2658,120.1506
H37,40.1386,120.1800
L26,34.3769,117.3161
CL84,37.3883,120.9275
9CL2,36.8717,121.3372
1C9,36.9533,121.4656
CVH,36.8933,121.4103
L04,32.8450,115.2686
O21,41.0414,123.6678
H47,40.6256,123.4686
IPL,32.8342,115.5786
NRS,32.5667,117.1167
2O7,36.8164,118.2050
IYK,35.6586,117.8294
CA19,38.2639,120.9233
CA20,38.4306,121.0150
5CA8,38.2564,120.9317
9CL4,35.2833,115.1925
O70,38.3767,120.7939
L78,32.6158,116.1653
08CL,37.8597,120.5544
6CL9,37.9217,120.5153
L80,34.1542,116.2522
04CL,33.0817,116.4414
46CA,32.9708,116.4092
68CN,36.0222,118.0953
91CL,35.9900,118.0803
L05,35.7283,118.4197
KIC,36.2283,121.1214
S51,41.5119,123.9956
CA09,41.8861,122.8444
32CL,38.8333,121.7178
CN19,37.9331,121.6128
POC,34.0917,117.7817
2CN8,34.3042,117.1514
CA42,33.6436,117.4292
CA89,33.6300,117.3017
1O2,38.9906,122.9008
0CL6,34.6947,118.2831
WJF,34.7411,118.2186
1CL1,34.7942,118.2775
9CL1,37.1911,120.2764
97CA,34.9892,118.9144
36S,41.7906,123.3889
HHR,33.9228,118.3353
F62,40.5469,123.1794
HWD,37.6589,122.1217
O31,38.6528,122.8986
19CL,34.7122,117.3508
CA70,34.7581,117.4967
86CL,33.5972,116.8828
HMT,33.7339,117.0225
65CN,38.3042,121.2511
32CA,36.3333,119.8250
CN15,36.3692,119.7861
6CA8,34.8564,117.1375
9CL3,41.2403,120.5261
LHM,38.9092,121.3514
90CA,38.0036,121.1186
LLR,39.2619,123.7536
CA10,41.6172,122.3192
18CL,39.2861,121.6942
LVK,37.6933,121.8203
63CN,37.6614,121.6936
46CN,34.4847,117.8264
12CA,38.1097,121.1692
CL11,38.1347,121.2197
O20,38.0917,121.3594
1O3,38.2025,121.2692
L53,38.0842,121.3164
8CA8,38.0672,121.2075
LPC,34.6656,120.4675
VBG,34.7297,120.5769
O26,36.5883,118.0519
LGB,33.8178,118.1517
SLI,33.7900,118.0514
LAX,33.9425,118.4072
WHP,34.2594,118.4133
LSN,37.0639,120.8700
36CN,35.6364,120.0094
L84,35.6247,119.6861
2CN4,35.6664,119.8964
80CA,38.8175,120.9225
4CL4,34.4544,117.0264
7CA1,34.4147,116.6225
51CA,34.4236,116.6169
6CA1,41.7428,121.8783
77CA,37.1208,119.9881
49CL,36.9056,120.1775
MAE,36.9886,120.1125
48CN,37.0572,120.1439
O24,37.9578,119.1058
NLC,36.3331,119.9522
BAB,39.1361,121.4364
22CL,39.3000,121.3594
9CL7,39.3250,121.3594
MYV,39.0978,121.5697
8CL6,39.2886,122.1892
CA11,41.2733,122.1222
M90,36.7586,120.3714
MER,37.3806,120.5683
35CL,37.2319,120.4789
15CL,37.3428,120.4036
MCE,37.2847,120.5139
92CL,39.1033,121.8503
38CN,39.1094,121.8839
CN44,37.6206,121.1631
5CL3,37.6681,121.1986
MOD,37.6258,120.9544
4CA8,37.6406,121.1617
CN37,35.3831,118.2250
MHV,35.0586,118.1506
1CL2,34.9425,118.1697
1O5,41.7306,122.5456
SIY,41.7814,122.4681
MRY,36.5869,121.8431
NUQ,37.4161,122.0492
2CN3,33.5111,117.3286
F70,33.5742,117.1283
APC,38.2133,122.2806
EED,34.7664,114.6233
L88,34.9400,119.6856
79CL,39.3250,121.0761
63CA,33.4811,115.8742
DVO,38.1436,122.5561
O27,37.7564,120.8003
OAK,37.7214,122.2208
L52,35.1014,120.6222
NFG,33.3011,117.3553
NXF,33.2856,117.4564
OKB,33.2181,117.3514
0CA6,32.7494,116.0161
L90,33.1478,116.1317
6CL6,37.1750,119.6094
ONT,34.0561,117.6011
O37,39.7203,122.1464
OVE,39.4878,121.6219
97CL,39.4603,121.5806
MMH,37.6242,118.8378
CN42,40.4458,121.8822
OAR,36.6814,121.7617
5CL0,37.3406,119.8622
6CL4,37.4594,119.7422
MPI,37.5108,120.0394
M45,38.7347,119.7669
RDD,40.5089,122.2933
CA53,40.6725,122.3417
REI,34.0853,117.1464
CA13,36.6069,119.4633
42CN,36.7092,119.4047
O32,36.6708,119.4511
L67,34.1294,117.4017
07CL,39.4978,121.7714
CA16,38.7292,121.3894
L36,38.6750,121.4456
O88,38.1933,121.7036
CA17,37.7236,120.8900
89CA,36.4667,119.8844
52CA,33.8531,117.4239
RIV,33.8808,117.2594
RAL,33.9519,117.4450
RIR,33.9889,117.4100
CA18,38.8722,121.7100
33CA,34.9056,118.3017
L00,34.8706,118.2056
CL74,34.8319,118.4008
34CA,38.7922,121.3731
CA21,39.2208,121.2150
T42,40.2114,123.2978
CA22,38.7594,121.5853
MCC,38.6678,121.4006
SAC,38.5125,121.4933
SMF,38.6956,121.5908
MHR,38.5553,121.2972
SNS,36.6628,121.6064
SAS,33.2411,115.9525
CPU,38.1461,120.6481
CA88,36.0261,120.9078
SBD,34.0953,117.2350
SQL,37.5119,122.2494
NUC,33.0228,118.5886
SDM,32.5722,116.9803
NKX,32.8678,117.1417
MYF,32.8158,117.1394
NZY,32.6992,117.2153
OXR,34.2008,119.2072
UDD,33.7483,116.2747
TRM,33.6267,116.1597
PSP,33.8297,116.5067
CL13,34.5153,117.7619
04CA,34.5639,117.6750
8CL0,34.5889,117.8258
PMD,34.6294,118.0844
PAO,37.4611,122.1150
CN98,33.2456,114.7103
CA92,39.7106,121.6164
5CL7,34.3081,114.1867
33CL,35.5683,120.7975
PRB,35.6728,120.6269
CA02,37.4686,121.1694
CL33,33.3106,116.9981
52CN,40.3444,121.7747
L65,33.7647,117.2189
43CN,38.1853,122.6022
O69,38.2578,122.6056
54CN,38.7542,120.8992
7CL9,38.6964,120.7314
PVF,38.7242,120.7533
01CL,38.8000,120.7344
CA03,37.3500,120.2942
59CN,38.8350,121.5297
CA07,38.8403,121.5617
27CL,38.7472,121.5728
25CL,38.8667,121.4844
NTD,34.1192,119.1194
20CL,38.7494,122.3675
05CL,38.6108,122.3914
PTV,36.0297,119.0628
CA75,32.6381,116.6392
2O1,39.9439,120.9453
6CA6,38.3278,120.4772
CA76,33.0703,116.7519
RNM,33.0392,116.9153
RIU,38.4867,121.1028
57CN,38.4692,121.0753
O39,40.8033,120.3661
0CL0,37.1181,119.9133
49CN,40.0161,122.3900
RBL,40.1506,122.2522
O85,40.5742,122.4075
1Q1,36.1625,119.0506
1Q2,40.6503,120.7686
SAN,32.7336,117.1897
SEE,32.8261,116.9725
SFO,37.6189,122.3750
CA32,36.5833,120.2511
SJC,37.3628,121.9292
RHV,37.3328,121.8197
SBP,35.2372,120.6425
E16,37.0817,121.5967
NSI,33.2397,119.4581
CA35,38.0169,122.5208
9CA7,36.7672,119.4358
SNA,33.6756,117.8683
CA97,34.0197,119.8528
SBA,34.4261,119.8414
SZN,34.0606,119.9150
CL77,37.0706,122.1275
5CL1,35.4047,120.5250
SMX,34.8989,120.4575
SMO,34.0158,118.4514
SZP,34.3472,119.0611
STS,38.5089,122.8128
CA39,38.4347,122.5636
0CA3,34.5875,120.0133
IZA,34.6069,120.0756
0CA4,34.6222,120.0656
0CA5,33.1431,116.7453
25CA,33.1792,116.7925
0Q3,38.2239,122.4497
CA40,36.5214,119.6700
CA41,36.5833,119.6397
0Q4,36.5808,119.6572
MIT,35.5075,119.1922
0CA9,35.5950,120.3389
0Q5,40.0281,124.0744
L61,35.9686,116.2692
O79,39.5817,120.3539
34CN,37.5236,120.3978
3CA9,36.3633,121.3103
0Q9,38.2575,122.4342
1CA1,35.4681,119.7219
TVL,38.8939,119.9953
CA44,36.1500,118.8022
CA45,37.3250,120.8678
6CL8,37.9508,121.2433
SCK,37.8942,121.2383
CA49,36.2042,119.8408
CA05,36.1603,119.8133
12CL,36.1569,119.8494
36CA,36.1319,119.9856
92CA,36.1208,119.8883
WVI,36.9358,121.7897
O54,40.7472,122.9222
O46,41.4808,122.4544
CA67,37.5481,121.2050
95CA,35.6692,120.5486
4CL3,39.1461,122.3542
O28,39.4514,123.3722
98CL,39.5792,122.2011
WLW,39.5158,122.2172
26CA,38.4269,121.1717
8CA5,33.6456,117.1100
O42,36.3989,119.1067
O41,38.6739,121.8719
CN23,34.9617,116.6753
O52,39.1236,121.6053
CA73,39.0958,121.7164
2CA8,34.4206,116.6106
6CA5,34.3372,116.5797
L22,34.1297,116.4069
45CL,40.1433,123.3983
CO25,39.4961,103.7236
AKO,40.1756,103.2219
5V6,40.2444,103.0936
ALS,37.4350,105.8667
CO03,39.2600,106.9122
ASE,39.2231,106.8689
BKF,39.7017,104.7517
34CO,39.7164,104.7325
5CO1,38.8333,107.8589
CO02,39.6297,104.5186
96CO,39.8564,104.3961
0CO3,39.8894,104.5450
76CO,39.8358,104.4222
CD14,39.8289,104.4372
CD09,39.8197,104.4092
87CO,39.6911,104.4156
86CO,40.3136,105.1453
CD39,40.2650,105.1367
17CO,40.2722,105.0325
CO22,39.2792,102.4750
CO07,39.8542,105.4714
05V,37.4111,105.5517
CO09,38.2667,104.2839
BDU,40.0394,105.2258
CO10,39.9947,105.2239
SVE,40.3756,120.5728
L17,35.1417,119.4383
L94,35.1011,118.4231
9CA0,35.1139,118.5981
TSP,35.1350,118.4392
37CA,33.5069,117.0714
2CL3,41.6422,121.8903
CA51,38.7047,123.4325
TOA,33.8033,118.3397
CA54,37.6706,121.3278
1Q4,37.6778,121.3011
TCY,37.6889,121.4417
O86,40.9828,122.6936
L72,35.8125,117.3272
TRK,39.3200,120.1394
TLR,36.1564,119.3261
O81,41.8906,121.3608
9CL0,37.4708,120.8442
O15,37.4839,120.6972
61CA,34.1747,116.0669
2CA2,34.1628,116.0481
2CA3,34.1600,115.9975
43CL,34.2061,115.9978
TNP,34.1317,115.9458
NXP,34.2961,116.1622
UKI,39.1258,123.2008
CCB,34.1117,117.6875
1Q5,39.4508,122.9547
CA57,38.4583,122.0456
VCB,38.3778,121.9617
2CA4,33.2589,117.0922
VNY,34.2097,118.4900
38CL,38.7542,121.5631
CA59,38.7917,121.5844
8CA0,34.5839,117.2667
VCV,34.5975,117.3831
CA60,39.9500,121.9969
D86,36.4478,119.3186
VIS,36.3186,119.3928
9CL9,38.2167,121.5344
38CA,35.6917,119.4886
L19,35.6197,119.3536
CA66,36.9061,121.8431
9CO5,38.5767,102.4372
06CO,37.3875,103.6911
00CO,40.6222,104.3444
8CO2,40.6708,104.2083
CO12,39.9831,104.7047
22CO,39.9581,104.4856
7V5,40.2644,103.5756
AEJ,38.8142,106.1206
23CD,39.2994,102.3219
ITR,39.2425,102.2853
CD17,39.9083,104.1261
8CO4,39.6706,104.1361
CO17,39.7136,104.1939
5CO4,39.7000,104.2506
CD23,39.1983,104.3292
5V4,39.0483,104.2933
1V6,38.4281,105.1058
CO19,38.4108,105.6039
4CO0,39.3889,107.1600
4CO8,39.3069,104.8158
CO20,38.8625,107.8214
6CO2,38.9611,107.9578
1V8,37.7850,106.0469
5CO0,38.8167,102.3061
COS,38.8058,104.7008
00V,38.9458,104.5700
AFF,38.9697,104.8128
5CO6,39.5500,105.2839
CEZ,37.3031,108.6281
CO27,37.4678,108.6644
CD01,38.3983,105.6203
CAG,40.4953,107.5217
5CO7,40.7750,107.5339
99V,38.7042,107.6436
C24,37.8222,106.9300
0CO2,38.8519,106.9328
CD13,39.8350,103.7356
8V1,37.7136,106.3544
CO89,38.7728,108.0442
AJZ,38.7864,108.0636
27CO,38.7261,108.1289
3CO0,38.7375,108.0058
D17,38.7583,108.1483
APA,39.5700,104.8494
DEN,39.8617,104.6731
FTG,39.7853,104.5431
BJC,39.9089,105.1172
8V6,37.7647,108.8889
00C,37.2031,107.8692
DRO,37.1514,107.7539
CD82,37.3378,107.8519
9V7,38.4753,102.8108
EGE,39.6414,106.9175
CO48,40.5125,104.6519
6CO0,38.8528,108.0172
4CO7,39.2178,104.6803
CO49,39.1625,104.5347
CO15,39.2247,104.6400
2CD6,39.3947,104.5469
CO42,39.3347,104.5464
9CO6,39.2814,104.5731
3CO7,39.3325,104.5664
CD45,39.3233,104.5733
8CO9,39.3444,104.5811
A50,38.8744,104.4100
CO90,38.7578,104.3083
EIK,40.0103,105.0481
7CO0,40.0717,105.0336
CO54,38.9833,104.6339
CO58,40.1058,104.9547
CO00,39.2800,103.0667
FCS,38.6783,104.7567
CO55,40.5972,105.1436
65CO,40.5208,104.9667
CO53,40.6347,104.9911
FNL,40.4519,105.0114
FMM,40.3339,103.8042
CO80,38.0725,104.0458
43CO,39.3667,104.6783
CO96,39.3717,104.7431
CO59,40.5458,104.5644
CO61,37.8422,105.2139
63CO,38.7056,108.9372
9CO3,38.6833,108.9839
CO43,39.0028,108.7103
GWS,39.5058,107.3092
GNB,40.0897,105.9172
GJT,39.1225,108.5267
11V,40.3306,104.6089
GXY,40.4375,104.6333
30CO,38.6725,105.3361
7CO1,38.7597,105.3839
GUC,38.5339,106.9331
CO47,39.6000,106.9742
CO73,38.1000,102.2172
25CD,39.1522,105.7203
17V,40.6250,102.6033
HDN,40.4811,107.2178
92CO,38.2917,105.6111
K08,38.0333,102.1172
HEQ,40.5694,102.2728
3CO1,38.8483,107.8333
CO76,38.8364,107.8658
51CO,38.8856,107.8044
CD97,38.8056,107.7742
44CO,38.8367,107.7928
8CO5,38.8339,107.8922
18V,40.1028,104.7011
CD28,39.6439,105.2675
7V8,40.9703,102.3153
CO60,40.1083,104.4311
CO56,39.9642,104.4631
CO82,40.0958,104.5894
62CO,40.0983,104.4253
9CO7,40.3406,104.5733
CO18,39.4639,104.2578
07CO,39.2636,104.4269
9CO8,39.2792,104.3431
72CO,39.6794,102.5908
CO84,39.6083,102.5408
20V,40.0536,106.3689
LHX,38.0500,103.5097
6CO3,37.6364,103.6578
07V,37.5239,105.0092
CD32,37.9092,107.3503
93CO,39.0222,105.6150
LAA,38.0697,102.6886
CD03,38.1992,102.5728
2CD9,40.6814,105.1386
CO93,39.2500,104.8908
7V9,38.0539,103.2383
LXV,39.2203,106.3167
LIC,39.2747,103.6658
CO98,39.5500,105.0339
LMO,40.1642,105.1636
RIL,39.5264,107.7269
1CO5,38.0153,103.6992
49CO,40.0933,104.3753
74CO,40.0472,104.2094
23CO,38.8439,103.9900
08CO,38.7325,104.0414
95CO,37.8686,104.8358
04V,38.0992,106.1744
1CO7,38.5514,105.9922
CO11,38.4161,106.0583
ANK,38.5383,106.0486
33CO,37.0650,105.4636
CD20,40.4750,105.2203
C07,39.2681,108.8642
0CO8,40.2083,105.0131
05CO,40.2150,104.9844
EEO,40.0489,107.8858
9CO9,39.1292,108.1422
2CO3,40.3750,104.8728
02CO,37.6433,106.0469
MVI,37.5286,106.0461
0CO9,37.6583,106.0339
39CO,38.4881,107.6742
MTJ,38.5097,107.8942
52CO,39.1097,104.6539
47CO,40.9000,104.8339
7CO4,40.6042,103.9394
CO06,40.5136,103.9119
8CO7,40.1225,105.1725
0CO6,38.2194,108.2131
1CO2,38.1625,108.3403
AIB,38.2389,108.5633
1CO3,40.7042,104.7978
1CD1,40.6903,104.8667
48CO,40.7217,104.7781
5CO8,40.3414,106.8494
1CO4,38.5750,107.9589
7CO5,40.3000,104.2297
PSO,37.2861,107.0561
7V2,38.8314,107.6458
16CO,39.4100,108.0856
1CO8,39.5292,104.6581
32CO,38.4553,105.0839
2CD3,39.1194,104.4317
2CO1,39.1106,104.5839
36CO,39.1061,104.5439
03CO,40.2125,104.7444
1CD2,40.1672,104.7928
2CO5,38.3472,104.6322
46CO,38.1000,104.4256
PUB,38.2892,104.4964
99CO,38.1364,104.8147
80CO,38.1517,104.7064
7CO8,38.3633,104.7381
35CO,38.8819,103.8089
4V0,40.0939,108.7631
25CO,40.8517,105.6331
97CO,38.9250,104.1589
88CO,38.8861,104.2489
CD05,40.1944,102.6983
CD15,39.2964,104.1250
CD10,37.6750,106.5561
CD69,37.7403,106.5256
8V7,37.4586,102.6181
1CD4,40.5094,106.9431
CD99,40.3583,106.8300
81CO,40.4061,106.8214
CD02,40.7581,106.9719
SBS,40.5161,106.8664
3CO2,40.6175,103.3333
STK,40.6153,103.2647
3CO4,37.0708,105.0186
CO38,39.7472,104.3131
59CO,39.8333,104.3172
CO97,39.7208,104.3231
09CO,38.0556,103.6533
TEX,37.9539,107.9086
CO95,38.0528,107.9794
TAD,37.2594,104.3406
0CD5,37.4906,104.1442
53CO,37.5531,102.3922
33V,40.7503,106.2714
CD48,37.7864,104.5936
4V1,37.6967,104.7850
4CO3,37.3917,102.2797
9CO2,39.6961,104.4758
6CO1,40.7814,104.9175
CO65,38.0458,105.4714
C08,38.0111,105.3728
8CO0,40.2528,104.0033
89CO,40.2389,103.9922
2V5,40.1003,102.2408
0CD2,38.6525,104.2344
CT52,41.3681,73.2911
CT04,42.0389,73.2869
CT24,42.0453,73.3386
5CT7,41.3022,72.2961
OXC,41.4786,73.1353
4B8,41.6903,72.8647
C44,41.9556,72.0544
CT59,41.5500,73.2661
4B9,41.9161,72.7769
CT29,42.0136,72.4728
64CT,41.9214,71.9528
CT31,41.9650,72.3328
CT80,41.3472,71.8858
CT32,41.5353,71.8344
8CO8,40.1083,102.7283
2V6,40.1042,102.7131
GRO,14.1744,145.2411
GSN,15.1190,145.7294
TT01,18.1244,145.7686
TNI,14.9992,145.6194
CT74,41.9506,72.1814
33CT,41.6094,73.2397
5CT5,41.6322,73.2161
CT01,41.6661,73.1889
CT36,41.5644,72.1972
BDR,41.1633,73.1261
CT96,41.7083,72.9711
SNC,41.3839,72.5058
CT08,41.5081,72.2436
CT07,41.5736,72.3031
CT09,41.8028,72.3917
DXR,41.3717,73.4822
LZD,41.8197,71.9008
CT39,41.4683,72.7083
CT11,41.4439,72.3389
42B,41.4456,72.4556
CT13,41.8833,71.8161
CT85,41.8897,72.6150
CT14,41.8667,72.6161
5CT0,41.9103,72.0681
7B9,41.9256,72.4572
CT15,41.9453,72.4775
CT42,41.8500,73.2661
