Hour,hourly_temperature_C
8133,5.50
8134,5.28
8135,5.17
8136,5.06
8137,4.94
8138,4.78
8139,4.72
8140,4.61
8141,4.50
8142,4.39
8143,4.28
8144,4.33
8145,4.39
8146,4.72
8147,5.39
8148,6.00
8149,6.61
8150,7.00
8151,7.17
8152,7.06
8153,6.56
8154,6.00
8155,5.72
8156,5.61
8157,5.44
8158,5.22
8159,5.11
8160,5.06
8161,4.94
8162,4.78
8163,4.72
8164,4.61
8165,4.50
8166,4.33
8167,4.28
8168,4.33
8169,4.33
8170,4.72
8171,5.33
8172,6.00
8173,6.56
8174,6.94
8175,7.11
8176,7.00
8177,6.50
8178,5.94
8179,5.67
8180,5.56
8181,5.44
8182,5.17
8183,5.06
8184,5.00
8185,4.83
8186,4.72
8187,4.61
8188,4.50
8189,4.39
8190,4.28
8191,4.17
8192,4.22
8193,4.28
8194,4.61
8195,5.28
8196,5.94
8197,6.50
8198,6.89
8199,7.00
8200,6.89
8201,6.39
8202,5.83
8203,5.61
8204,5.50
8205,5.39
8206,5.17
8207,5.06
8208,4.94
8209,4.83
8210,4.67
8211,4.56
8212,4.44
8213,4.33
8214,4.22
8215,4.17
8216,4.22
8217,4.22
8218,4.56
8219,5.22
8220,5.83
8221,6.44
8222,6.83
8223,7.00
8224,6.89
8225,6.39
8226,5.78
8227,5.56
8228,5.44
8229,5.33
8230,5.11
8231,4.94
8232,4.89
8233,4.72
8234,4.61
8235,4.50
8236,4.39
8237,4.28
8238,4.17
8239,4.06
8240,4.17
8241,4.17
8242,4.50
8243,5.17
8244,5.78
8245,6.44
8246,6.78
8247,6.94
8248,6.83
8249,6.33
8250,5.72
8251,5.50
8252,5.39
8253,5.28
8254,5.06
8255,4.89
8256,4.78
8257,4.61
8258,4.50
8259,4.39
8260,4.28
8261,4.17
8262,4.06
8263,4.00
8264,4.06
8265,4.00
8266,4.39
8267,5.00
8268,5.67
8269,6.28
8270,6.67
8271,6.78
8272,6.67
8273,6.17
8274,5.61
8275,5.39
8276,5.28
8277,5.17
8278,4.94
8279,4.78
8280,4.67
8281,4.50
8282,4.39
8283,4.28
8284,4.17
8285,4.06
8286,3.94
8287,3.89
8288,3.94
8289,3.94
8290,4.28
8291,4.89
8292,5.50
8293,6.11
8294,6.50
8295,6.61
8296,6.50
8297,6.06
8298,5.50
8299,5.22
8300,5.11
8301,5.00
8302,4.78
8303,4.67
8304,4.56
8305,4.39
8306,4.28
8307,4.17
8308,4.06
8309,3.94
8310,3.89
8311,3.78
8312,3.83
8313,3.83
8314,4.17
8315,4.78
8316,5.39
8317,6.00
8318,6.33
8319,6.44
8320,6.33
8321,5.89
8322,5.33
8323,5.11
8324,5.00
8325,4.89
8326,4.72
8327,4.56
8328,4.44
8329,4.28
8330,4.17
8331,4.06
8332,4.00
8333,3.89
8334,3.78
8335,3.72
8336,3.78
8337,3.78
8338,4.11
8339,4.67
8340,5.28
8341,5.89
8342,6.22
8343,6.33
8344,6.22
8345,5.83
8346,5.28
8347,5.06
8348,4.89
8349,4.78
8350,4.61
8351,4.50
8352,4.33
8353,4.17
8354,4.06
8355,4.00
8356,3.89
8357,3.78
8358,3.72
8359,3.67
8360,3.72
8361,3.67
8362,4.00
8363,4.61
8364,5.22
8365,5.83
8366,6.17
8367,6.33
8368,6.17
8369,5.78
8370,5.22
8371,5.00
8372,4.83
8373,4.72
8374,4.56
8375,4.39
8376,4.28
8377,4.06
8378,3.94
8379,3.83
8380,3.78
8381,3.67
8382,3.56
8383,3.50
8384,3.56
8385,3.56
8386,3.89
8387,4.50
8388,5.11
8389,5.72
8390,6.11
8391,6.22
8392,6.11
8393,5.72
8394,5.11
8395,4.89
8396,4.78
8397,4.67
8398,4.50
8399,4.33
8400,4.22
8401,4.00
8402,3.94
8403,3.78
8404,3.72
8405,3.61
8406,3.56
8407,3.50
8408,3.50
8409,3.50
8410,3.89
8411,4.44
8412,5.06
8413,5.67
8414,6.00
8415,6.17
8416,6.06
8417,5.61
8418,5.06
8419,4.83
8420,4.67
8421,4.56
8422,4.39
8423,4.22
8424,4.11
8425,3.89
8426,3.78
8427,3.67
8428,3.56
8429,3.44
8430,3.44
8431,3.39
8432,3.39
8433,3.39
8434,3.78
8435,4.33
8436,5.00
8437,5.56
8438,5.94
8439,6.06
8440,6.00
8441,5.56
8442,5.00
8443,4.78
8444,4.61
8445,4.50
8446,4.33
8447,4.17
8448,4.06
8449,3.83
8450,3.72
8451,3.61
8452,3.56
8453,3.44
8454,3.39
8455,3.33
8456,3.39
8457,3.39
8458,3.67
8459,4.22
8460,4.89
8461,5.50
8462,5.83
8463,6.00
8464,5.89
8465,5.44
8466,4.94
8467,4.72
8468,4.50
8469,4.39
8470,4.28
8471,4.11
8472,4.00
8473,3.78
8474,3.67
8475,3.56
8476,3.44
8477,3.39
8478,3.33
8479,3.33
8480,3.28
8481,3.28
8482,3.61
8483,4.17
8484,4.83
8485,5.39
8486,5.78
8487,5.94
8488,5.83
8489,5.39
8490,4.83
8491,4.61
8492,4.44
8493,4.33
8494,4.22
8495,4.06
8496,3.89
8497,3.67
8498,3.56
8499,3.44
8500,3.33
8501,3.22
8502,3.22
8503,3.22
8504,3.22
8505,3.17
8506,3.50
8507,4.06
8508,4.72
8509,5.33
8510,5.72
8511,5.89
8512,5.78
8513,5.33
8514,4.78
8515,4.56
8516,4.33
8517,4.22
8518,4.11
8519,3.94
8520,3.78
8521,3.56
8522,3.44
8523,3.33
8524,3.28
8525,3.17
8526,3.11
8527,3.11
8528,3.11
8529,3.11
8530,3.39
8531,3.94
8532,4.61
8533,5.22
8534,5.67
8535,5.78
8536,5.72
8537,5.28
8538,4.72
8539,4.50
8540,4.33
8541,4.22
8542,4.06
8543,3.94
8544,3.78
8545,3.56
8546,3.44
8547,3.33
8548,3.22
8549,3.11
8550,3.11
8551,3.11
8552,3.11
8553,3.11
8554,3.39
8555,3.94
8556,4.61
8557,5.17
8558,5.67
8559,5.78
8560,5.72
8561,5.33
8562,4.72
8563,4.50
8564,4.33
8565,4.17
8566,4.06
8567,3.89
8568,3.72
8569,3.50
8570,3.39
8571,3.33
8572,3.22
8573,3.11
8574,3.11
8575,3.11
8576,3.06
8577,3.11
8578,3.39
8579,3.89
8580,4.56
8581,5.17
8582,5.61
8583,5.78
8584,5.67
8585,5.28
8586,4.72
8587,4.50
8588,4.33
8589,4.17
8590,4.06
8591,3.89
8592,3.78
8593,3.56
8594,3.50
8595,3.39
8596,3.28
8597,3.22
8598,3.17
8599,3.17
8600,3.11
8601,3.17
8602,3.44
8603,3.94
8604,4.61
8605,5.22
8606,5.61
8607,5.78
8608,5.67
8609,5.33
8610,4.78
8611,4.56
8612,4.33
8613,4.22
8614,4.11
8615,3.94
8616,3.83
8617,3.61
8618,3.56
8619,3.44
8620,3.33
8621,3.28
8622,3.28
8623,3.22
8624,3.17
8625,3.22
8626,3.50
8627,4.06
8628,4.67
8629,5.28
8630,5.72
8631,5.89
8632,5.78
8633,5.39
8634,4.83
8635,4.61
8636,4.44
8637,4.33
8638,4.17
8639,4.06
8640,3.89
8641,3.72
8642,3.61
8643,3.56
8644,3.44
8645,3.33
8646,3.33
8647,3.28
8648,3.28
8649,3.28
8650,3.61
8651,4.11
8652,4.78
8653,5.39
8654,5.83
8655,6.00
8656,5.89
8657,5.50
8658,4.94
8659,4.72
8660,4.50
8661,4.44
8662,4.28
8663,4.17
8664,4.00
8665,3.83
8666,3.72
8667,3.67
8668,3.56
8669,3.44
8670,3.44
8671,3.44
8672,3.39
8673,3.39
8674,3.72
8675,4.22
8676,4.89
8677,5.50
8678,5.94
8679,6.11
8680,6.00
8681,5.61
8682,5.00
8683,4.78
8684,4.61
8685,4.50
8686,4.33
8687,4.22
8688,4.06
8689,3.89
8690,3.78
8691,3.72
8692,3.61
8693,3.50
8694,3.50
8695,3.44
8696,3.39
8697,3.44
8698,3.72
8699,4.28
8700,4.94
8701,5.56
8702,5.94
8703,6.11
8704,6.00
8705,5.61
8706,5.06
8707,4.83
8708,4.67
8709,4.50
8710,4.39
8711,4.28
8712,4.06
8713,3.94
8714,3.78
8715,3.72
8716,3.61
8717,3.56
8718,3.50
8719,3.50
8720,3.44
8721,3.44
8722,3.78
8723,4.28
8724,4.94
8725,5.56
8726,5.94
8727,6.17
8728,6.06
8729,5.67
8730,5.11
8731,4.89
8732,4.72
8733,4.61
8734,4.44
8735,4.33
8736,4.17
8737,4.00
8738,3.89
8739,3.83
8740,3.72
8741,3.67
8742,3.61
8743,3.61
8744,3.56
8745,3.61
8746,3.89
8747,4.44
8748,5.11
8749,5.72
8750,6.11
8751,6.28
8752,6.17
8753,5.83
8754,5.28
8755,5.00
8756,4.83
8757,4.72
8758,4.56
8759,4.44
8760,4.22
