xBase,yBase
-84.946092,30.134247
Bus Name,xVal,yVal,xDif,yDif,xAdj,yAdj
l3085399,1674636.0488,12271981.962,-19317.9813000001,-5595.7949999999255,-85.0040459439,30.117459614999998
l3010567,1675570.5881,12270365.819,-18383.44200000004,-7211.937999999151,-85.001242326,30.112611186000002
l2785524,1675646.827,12269487.113,-18307.203100000042,-8090.643999999389,-85.00101360929999,30.109975068
l3010565,1676182.3093,12269540.18,-17771.72080000001,-8037.576999999583,-84.99940716239999,30.110134269
l2897775,1676578.5482,12269464.581,-17375.481900000013,-8113.175999999046,-84.99821844569999,30.109907472
l3104126,1675281.472,12269517.82,-18672.558100000024,-8059.936999998987,-85.00210967429999,30.110067189000002
l2691950,1675749.6284,12269288.391,-18204.401700000046,-8289.365999998525,-85.00070520509999,30.109378902000003
l2916609,1675979.1518,12269249.151,-17974.878299999982,-8328.605999998748,-85.00001663489999,30.109261182
m1069174,1675714.03,12267988.214,-18240.000100000063,-9589.542999999598,-85.00081200029999,30.105478371
l2841629,1675529.5216,12267938.288,-18424.508499999996,-9639.468999998644,-85.00136552549999,30.105328593000003
l3216347,1675742.5013,12267748.18,-18211.528800000204,-9829.576999999583,-85.00072658639999,30.104758269
l2785523,1675742.5013,12267466.15,-18211.528800000204,-10111.606999998912,-85.00072658639999,30.103912179
l3141388,1675866.348,12267163.448,-18087.682100000093,-10414.308999998495,-85.00035504629999,30.103004073000005
l3626914,1675889.433,12267036.844,-18064.59710000013,-10540.912999998778,-85.00028579129999,30.102624261000003
m1089102,1675902.4337,12266895.664,-18051.596400000155,-10682.09299999848,-85.00024678919999,30.102200721000003
m1089093,1675930.7494,12266053.092,-18023.280700000003,-11524.664999999106,-85.0001618421,30.099673005
m1069147,1675532.7206,12266085.499,-18421.309500000207,-11492.257999999449,-85.00135592849999,30.099770226
l3066801,1675531.9014,12265966.089,-18422.1287,-11611.667999999598,-85.0013583861,30.099411996
l2879055,1675336.8499,12266088.698,-18617.18020000006,-11489.058999998495,-85.0019435406,30.099779823000002
l2973144,1675038.6201,12266095.412,-18915.41000000015,-11482.344999998808,-85.00283823,30.099799965000003
l2724120,1674487.9907,12266092.499,-19466.039400000125,-11485.257999999449,-85.0044901182,30.099791226
m1069148,1674268.1297,12266091.59,-19685.90040000016,-11486.166999999434,-85.0051497012,30.099788499
l2673309,1673916.3202,12266089.169,-20037.709900000133,-11488.587999999523,-85.00620512969999,30.099781236
l2785518,1674319.8295,12266165.621,-19634.2006000001,-11412.13599999994,-85.00499460179999,30.100010592
l2766717,1674323.6305,12266416.092,-19630.39960000012,-11161.664999999106,-85.00498319879999,30.100762005
l2841630,1675977.0219,12268144.8,-17977.00820000004,-9432.95699999854,-85.0000230246,30.105948129
l2954352,1676066.5072,12268170.478,-17887.52289999998,-9407.278999999166,-84.9997545687,30.106025163
m1069189,1675446.082,12268159.05,-18507.948100000154,-9418.70699999854,-85.00161584429999,30.105990879000004
l2860487,1675290.4299,12268398.24,-18663.600199999986,-9179.516999999061,-85.0020828006,30.106708449000003
m1069184,1675374.9795,12268112.95,-18579.05060000019,-9464.80700000003,-85.0018291518,30.105852578999997
m1069175,1675199.1301,12267998.95,-18754.90000000014,-9578.80700000003,-85.00235669999999,30.105510578999997
l3197637,1675069.0616,12268213.642,-18884.968500000192,-9364.11499999836,-85.00274690549999,30.106154655000005
d6413567-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182724,1675034.7985,12267899.458,-18919.231600000057,-9678.298999998719,-85.00284969479999,30.105212103000003
m1069169,1674785.9215,12267722.97,-19168.108600000152,-9854.786999998614,-85.00359632579999,30.104682639000004
l3010556,1674600.9994,12267568.939,-19353.030700000003,-10008.81799999997,-85.00415109209999,30.104220545999997
l2766718,1674340.4487,12267337.638,-19613.581400000025,-10240.118999999017,-85.00493274419999,30.103526643000002
l3048206,1674122.9511,12267129.312,-19831.079000000143,-10448.444999998435,-85.00558523699999,30.102901665000005
m1069156,1673984.0599,12266990.31,-19969.970200000098,-10587.446999998763,-85.00600191059999,30.102484659
m1069155,1673706.0316,12266690.102,-20247.998499999987,-10887.65499999933,-85.0068359955,30.101584035000002
m1069154,1673488.3701,12266442.212,-20465.66000000015,-11135.544999999925,-85.00748897999999,30.100840365
l3197630,1673104.0793,12266003.772,-20849.95079999999,-11573.984999999404,-85.00864185239999,30.099525045
l3235256,1672847.3789,12265706.562,-21106.651200000197,-11871.194999998435,-85.0094119536,30.098633415000002
m1069136,1672776.5509,12265616.622,-21177.479200000176,-11961.134999999776,-85.0096244376,30.098363595
m1069135,1672616.0901,12265429.312,-21337.940000000177,-12148.444999998435,-85.01010581999999,30.097801665000002
r18242,1672458.6808,12265257.649,-21495.349300000118,-12320.107999999076,-85.0105780479,30.097286676
l3254218,1672374.6882,12265166.111,-21579.341900000116,-12411.645999999717,-85.01083002569999,30.097012062
l2860490,1672218.1719,12264992.42,-21735.858200000133,-12585.33699999936,-85.01129957459999,30.096490989
l3104134,1672079.8786,12264837.231,-21874.151500000153,-12740.525999998674,-85.0117144545,30.096025422000004
m1047346,1671966.1491,12264735.589,-21987.881000000052,-12842.167999999598,-85.012055643,30.095720496
m1047345,1671856.2411,12264646.382,-22097.789000000106,-12931.375,-85.012385367,30.095452875
l2991922,1671718.1813,12264532.099,-22235.848800000036,-13045.657999999821,-85.01279954639999,30.095110026
m1047339,1671536.8883,12264379.601,-22417.1418000001,-13198.155999999493,-85.0133434254,30.094652532
l3122826,1671415.5197,12264777.02,-22538.51040000003,-12800.736999999732,-85.0137075312,30.095844789
m1047358,1671441.5416,12265116.16,-22512.488499999978,-12461.596999999136,-85.01362946549999,30.096862209
l2897781,1671430.679,12265414.362,-22523.351100000087,-12163.394999999553,-85.0136620533,30.097756815
l2729411,1671619.5701,12265378.911,-22334.460000000196,-12198.845999998972,-85.01309538,30.097650462
l3197644,1671477.6519,12265059.292,-22476.378200000152,-12518.464999999851,-85.0135211346,30.096691605
l2860491,1671346.4407,12264185.529,-22607.58940000017,-13392.22800000012,-85.0139147682,30.094070316
d5926308-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q14412,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
m1047325,1671194.0285,12264021.312,-22760.001600000076,-13556.444999998435,-85.0143720048,30.093577665
m1047326,1671167.4086,12264070.038,-22786.621500000125,-13507.718999998644,-85.01445186449999,30.093723843000003
l3048211,1671220.8983,12263724.934,-22733.13180000009,-13852.822999998927,-85.0142913954,30.092688531
l2691953,1670769.859,12264800.392,-23184.171100000152,-12777.36499999836,-85.01564451329999,30.095914905000004
m1047324,1671172.7293,12264000.0,-22781.300800000085,-13577.756999999285,-85.0144359024,30.093513729
l2897780,1670954.6296,12263788.52,-22999.40049999999,-13789.236999999732,-85.01509020149999,30.092879289
l3235255,1670855.2606,12263685.751,-23098.76950000017,-13892.00599999912,-85.0153883085,30.092570982
m1047316,1670735.6902,12263567.729,-23218.33990000002,-14010.027999999002,-85.01574701969999,30.092216916
l2766728,1670738.4304,12263680.582,-23215.599700000137,-13897.174999998882,-85.01573879909999,30.092555475
l3216370,1670702.2013,12263533.04,-23251.828800000018,-14044.717000000179,-85.01584748639999,30.092112849
m1047312,1670458.3009,12263309.308,-23495.729200000176,-14268.448999999091,-85.01657918759999,30.091441653
m1047314,1670441.0199,12263329.371,-23513.010200000135,-14248.38599999994,-85.0166310306,30.091501842
l3104133,1670135.1592,12263682.888,-23818.87089999998,-13894.868999999017,-85.0175486127,30.092562393
l3010569,1669775.768,12264099.66,-24178.262100000167,-13478.096999999136,-85.01862678629999,30.093812709
m1047335,1669670.7384,12264237.22,-24283.291700000176,-13340.536999998614,-85.0189418751,30.094225389
l2710519,1669529.9302,12264479.191,-24424.09990000003,-13098.565999999642,-85.01936429969999,30.094951302
m1047344,1669417.88,12264597.48,-24536.150100000203,-12980.276999998838,-85.0197004503,30.095306169
l3029499,1669233.7484,12264762.069,-24720.281700000167,-12815.68799999915,-85.02025284509999,30.095799936000002
l3066819,1669252.0698,12264515.761,-24701.96030000015,-13061.995999999344,-85.0201978809,30.095061012000002
l2897772,1669385.579,12264828.199,-24568.45110000018,-12749.558000000194,-85.01979735329999,30.095998325999997
l3101814,1669331.4708,12265005.306,-24622.55930000008,-12572.450999999419,-85.01995967789999,30.096529647
l2954354,1669819.7591,12264362.779,-24134.271000000183,-13214.97800000012,-85.01849481299999,30.094602065999997
l2673321,1669792.8893,12264550.282,-24161.14080000017,-13027.474999999627,-85.01857542239999,30.095164575
l2748158,1670499.7688,12263273.759,-23454.26130000013,-14303.997999999672,-85.01645478389999,30.091335005999998
d6049825-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182748,1670349.3882,12263210.181,-23604.641900000162,-14367.575999999419,-85.01690592569999,30.091144272
l2673346,1670200.47,12263062.34,-23753.56010000012,-14515.416999999434,-85.0173526803,30.090700749
l3254238,1669897.2595,12262766.22,-24056.770600000164,-14811.536999998614,-85.01826231179999,30.089812389000002
m1047303,1669665.0081,12262537.761,-24289.022000000114,-15039.995999999344,-85.018959066,30.089127012
l3027116,1669497.0598,12262370.689,-24456.97030000016,-15207.06799999997,-85.01946291089999,30.088625796
m1047299,1669187.7503,12262068.88,-24766.279800000135,-15508.876999998465,-85.0203908394,30.087720369000003
l3104157,1669184.5596,12262249.46,-24769.470500000054,-15328.29699999839,-85.02040041149999,30.088262109000002
l2763153,1668869.356,12261838.041,-25084.67410000018,-15739.716000000015,-85.0213460223,30.087027852
m1047292,1668696.7014,12261694.489,-25257.328700000187,-15883.267999999225,-85.02186398609999,30.086597196
l2766750,1668543.2611,12261808.288,-25410.769000000088,-15769.468999998644,-85.02232430699999,30.086938593000003
l2691954,1668463.1311,12261521.429,-25490.898999999976,-16056.327999999747,-85.02256469699999,30.086078016
l3122849,1668291.7585,12261398.93,-25662.271600000095,-16178.826999999583,-85.02307881479999,30.085710519
m1026357,1668077.6197,12261226.41,-25876.410400000168,-16351.346999999136,-85.0237212312,30.085192959
l3178997,1668046.9488,12261415.891,-25907.081300000194,-16161.865999998525,-85.0238132439,30.085761402000003
l2897779,1667872.7295,12261777.601,-26081.30060000019,-15800.155999999493,-85.0243359018,30.086846532
l2804261,1667811.5804,12262088.43,-26142.449699999997,-15489.326999999583,-85.02451934909999,30.087779019
l3178980,1667819.3013,12262407.418,-26134.728800000157,-15170.338999999687,-85.0244961864,30.088735983
l3235275,1667712.5022,12260947.014,-26241.527900000103,-16630.742999998853,-85.02481658369999,30.084354771
m1026347,1667488.8401,12260775.158,-26465.190000000177,-16802.598999999464,-85.02548757,30.083839203
m1026341,1667373.9514,12260653.749,-26580.078700000187,-16924.00799999945,-85.02583223609999,30.083474976
m1026343,1667367.1971,12260704.293,-26586.8330000001,-16873.463999999687,-85.025852499,30.083626608
m1026344,1667363.351,12260734.931,-26590.679100000067,-16842.82599999942,-85.0258640373,30.083718522
l3010570,1666792.8519,12261651.391,-27161.1782000002,-15926.365999998525,-85.02757553459999,30.086467902000003
l2991919,1667350.2888,12261158.47,-26603.74130000011,-16419.286999998614,-85.02590322389999,30.084989139
m1026361,1667347.2414,12261438.28,-26606.78870000015,-16139.476999999955,-85.02591236609999,30.085828569
l3122825,1667399.5719,12261468.82,-26554.458199999994,-16108.936999998987,-85.0257553746,30.085920189000003
l2991920,1667594.689,12261426.32,-26359.341100000078,-16151.436999998987,-85.02517002329999,30.085792689
m1026366,1667340.7411,12261667.73,-26613.289000000106,-15910.026999998838,-85.025931867,30.086516919
l3104131,1667348.3187,12261974.909,-26605.711400000146,-15602.8479999993,-85.02590913419999,30.087438456
m1026377,1667348.6791,12262175.429,-26605.351000000024,-15402.327999999747,-85.025908053,30.088040016
l3048210,1667054.3487,12262471.521,-26899.681400000118,-15106.235999999568,-85.0267910442,30.088928292
l2897778,1667363.9859,12262660.031,-26590.04420000012,-14917.725999999791,-85.0258621326,30.089493821999998
m3037452,1667364.1989,12262666.539,-26589.83120000013,-14911.21799999848,-85.02586149359999,30.089513346000004
l2973164,1667597.8306,12262647.309,-26356.199500000104,-14930.447999998927,-85.0251605985,30.089455656000002
m1026387,1667489.09,12263025.611,-26464.940100000007,-14552.145999999717,-85.02548682029999,30.090590562
l3104132,1667715.009,12263080.551,-26239.021100000013,-14497.205999998376,-85.0248090633,30.090755382000005
l3085402,1667718.9903,12263233.549,-26235.039800000144,-14344.207999998704,-85.02479711939999,30.091214376000003
m1026394,1667751.8812,12263268.709,-26202.148900000146,-14309.047999998555,-85.0246984467,30.091319856000002
m1026393,1667609.9015,12263268.61,-26344.12860000017,-14309.14699999988,-85.0251243858,30.091319559
l2804252,1667522.4314,12263268.59,-26431.598700000206,-14309.166999999434,-85.0253867961,30.091319499
l3195310,1667317.0416,12263268.84,-26636.988499999978,-14308.916999999434,-85.0260029655,30.091320249
l2935559,1667622.7916,12263480.538,-26331.238499999978,-14097.218999998644,-85.0250857155,30.091955343000002
l3048214,1667533.5603,12263563.94,-26420.46980000008,-14013.816999999806,-85.0253534094,30.092205549
l3122824,1667138.0505,12261699.699,-26815.979600000195,-15878.058000000194,-85.0265399388,30.086612826
l2860489,1667537.0419,12261657.711,-26416.98820000002,-15920.04600000009,-85.0253429646,30.086486861999997
l2748135,1667372.9971,12260581.487,-26581.033000000054,-16996.269999999553,-85.02583509899999,30.08325819
l2973162,1667209.5093,12260500.239,-26744.520800000057,-17077.517999999225,-85.02632556239999,30.083014446
m1026333,1667082.3613,12260380.902,-26871.6688000001,-17196.854999998584,-85.02670700639999,30.082656435000004
m1026331,1666972.5107,12260276.839,-26981.519400000107,-17300.917999999598,-85.0270365582,30.082344245999998
l3214055,1666869.9509,12260448.531,-27084.079200000037,-17129.22599999979,-85.02734423759999,30.082859321999997
m1026330,1666837.3099,12260148.761,-27116.720200000098,-17428.995999999344,-85.02744216059999,30.081960012
l2766726,1666934.9708,12260163.142,-27019.05930000008,-17414.61499999836,-85.0271491779,30.082003155000002
m1026329,1666752.1745,12260066.616,-27201.855600000126,-17511.140999998897,-85.02769756679999,30.081713577000002
m1026328,1666671.3605,12259988.931,-27282.66960000014,-17588.82599999942,-85.02794000879999,30.081480522
d6140778-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182731,1666660.0391,12259978.318,-27293.991000000155,-17599.438999999315,-85.02797397299999,30.081448683
m1026327,1666556.7011,12259881.44,-27397.329000000143,-17696.316999999806,-85.028283987,30.081158049
l2841636,1666311.5105,12259640.73,-27642.5196,-17937.026999998838,-85.02901955879999,30.080435919000003
m1026324,1666191.3502,12259520.77,-27762.679900000105,-18056.98699999973,-85.02938003969999,30.080076038999998
m1026323,1666056.9809,12259397.411,-27897.04920000001,-18180.345999998972,-85.0297831476,30.079705962000002
m1026320,1665780.5706,12259127.489,-28173.459500000114,-18450.267999999225,-85.0306123785,30.078896196000002
l2879079,1665728.0517,12259341.8,-28225.97840000014,-18235.95699999854,-85.0307699352,30.079539129000004
l3104130,1665606.0195,12258961.339,-28348.010600000154,-18616.417999999598,-85.03113603179999,30.078397746
l2763072,1665426.6311,12258785.608,-28527.398999999976,-18792.14900000021,-85.03167419699999,30.077870552999997
m4118754,1665257.4008,12258616.738,-28696.629300000146,-18961.01899999939,-85.0321818879,30.077363943
l2973163,1664810.0889,12258187.809,-29143.9412,-19389.947999998927,-85.03352382359999,30.076077156
m1026309,1664608.8606,12257990.579,-29345.169500000076,-19587.177999999374,-85.03412750849999,30.075485466
l2804260,1664209.8693,12258553.959,-29744.160800000187,-19023.797999998555,-85.0353244824,30.077175606000004
l2860488,1663444.2081,12257487.119,-30509.82200000016,-20090.637999998406,-85.03762146599999,30.073975086000004
